id,city,state,station,latitude,longitude,aqi,pm25,pm10,no2,o3,co,so2,last_update,fetched_at,HEALTH_RISK_TIER
946,Nagpur,Maharashtra,"Opp GPO Civil Lines, Nagpur, India",21.1458,79.0882,77.0,77.0,27.0,5.8,4.5,1.1,2.1,2026-06-22 22:00:00,2026-06-22 17:21:40,Satisfactory
947,Bhopal,Madhya Pradesh,"T T Nagar, Bhopal, India",23.2599,77.4126,55.0,55.0,35.0,6.3,19.5,4.7,11.9,2026-06-22 22:00:00,2026-06-22 17:21:40,Satisfactory
948,Bengaluru,Karnataka,"BWSSB Kadabesanahalli, Bengaluru, India",12.9716,77.5946,101.0,101.0,49.0,1.1,7.8,7.0,2.3,2026-06-22 22:00:00,2026-06-22 17:21:40,Moderate
949,Hyderabad,Telangana,"Zoo Park, Bahadurpura West, Hyderabad, India",17.385,78.4867,155.0,155.0,85.0,4.3,9.3,4.5,0.8,2026-06-22 22:00:00,2026-06-22 17:21:40,Moderate
950,Chennai,Tamil Nadu,"Royapuram, Chennai, Chennai, India",13.0827,80.2707,75.0,75.0,47.0,5.2,12.4,8.9,2.3,2026-06-22 22:00:00,2026-06-22 17:21:40,Satisfactory
951,Visakhapatnam,Andhra Pradesh,"GVM Corporation, Visakhapatnam, India",17.6868,83.2185,177.0,152.0,177.0,23.9,11.9,1.5,20.4,2026-06-22 22:00:00,2026-06-22 17:21:40,Moderate
952,Dehradun,Uttarakhand,"Doon University, Dehradun, India",30.3165,78.0322,92.0,92.0,52.0,1.8,18.2,1.5,0.3,2026-06-22 22:00:00,2026-06-22 17:21:40,Satisfactory
953,Coimbatore,Tamil Nadu,"SIDCO Kurichi, Coimbatore, India",11.0168,76.9558,58.0,58.0,29.0,8.4,8.0,2.6,10.1,2026-06-22 22:00:00,2026-06-22 17:21:40,Satisfactory
954,Thiruvananthapuram,Kerala,"Kariavattom, Thiruvananthapuram, India",8.5241,76.9366,78.0,78.0,60.0,2.3,12.4,4.1,1.8,2026-06-22 22:00:00,2026-06-22 17:21:40,Satisfactory
955,Kolkata,West Bengal,"Victoria, Kolkata, India",22.5726,88.3639,110.0,110.0,67.0,8.7,10.8,5.4,7.1,2026-06-22 22:00:00,2026-06-22 17:21:40,Moderate
956,Ranchi,Jharkhand,"Tata Stadium, Jorapokhar, India",23.3441,85.3096,81.0,81.0,67.0,2.9,1.2,7.0,1.7,2026-06-22 22:00:00,2026-06-22 17:21:40,Satisfactory
957,Bhubaneswar,Odisha,"Talcher Coalfields, Talcher, India",20.2961,85.8245,189.0,189.0,118.0,16.1,7.8,21.6,21.5,2026-06-22 22:00:00,2026-06-22 17:21:40,Moderate
958,Guwahati,Assam,"Pan Bazaar, Guwahati, India",26.1445,91.7362,156.0,156.0,82.0,0.2,4.1,8.7,11.5,2026-06-22 20:00:00,2026-06-22 17:21:40,Moderate
959,Shimla,Himachal Pradesh,"HIMUDA Complex Phase-1, Baddi, India",31.1048,77.1734,163.0,163.0,122.0,12.7,14.4,15.1,6.2,2026-06-22 22:00:00,2026-06-22 17:21:40,Moderate
960,Ooty,Tamil Nadu,"Urban, Chamarajanagar, India",11.4102,76.695,59.0,59.0,34.0,10.6,7.5,3.5,1.6,2026-06-22 22:00:00,2026-06-22 17:21:40,Satisfactory
961,New Delhi,Delhi,"Mandir Marg, Delhi, Delhi, India",28.6139,77.209,102.0,102.0,93.0,12.4,2.3,5.2,5.6,2026-06-23 01:00:00,2026-06-22 20:28:04,Moderate
962,Gurugram,Haryana,"Sector-51, Gurugram, India",28.4595,77.0266,192.0,192.0,120.0,11.7,4.8,6.8,2.5,2026-06-23 01:00:00,2026-06-22 20:28:04,Moderate
963,Noida,Uttar Pradesh,"Sector-1, Noida, India",28.5355,77.391,125.0,119.0,125.0,17.0,3.2,8.3,8.1,2026-06-23 01:00:00,2026-06-22 20:28:04,Moderate
964,Lucknow,Uttar Pradesh,"Gomti Nagar, Lucknow, India",26.8467,80.9462,156.0,156.0,67.0,3.9,18.9,7.6,4.7,2026-06-23 01:00:00,2026-06-22 20:28:04,Moderate
965,Kanpur,Uttar Pradesh,"Nehru Nagar, Kanpur, India",26.4499,80.3319,143.0,143.0,58.0,16.4,0.9,9.4,4.9,2026-06-23 01:00:00,2026-06-22 20:28:04,Moderate
966,Patna,Bihar,"Muradpur, Patna, India",25.5941,85.1376,124.0,124.0,107.0,1.1,2.0,12.8,5.2,2026-06-23 01:00:00,2026-06-22 20:28:04,Moderate
967,Varanasi,Uttar Pradesh,"Maldahiya, Varanasi, India",25.3176,82.9739,91.0,91.0,58.0,0.7,1.6,3.8,12.1,2026-06-23 01:00:00,2026-06-22 20:28:04,Satisfactory
968,Agra,Uttar Pradesh,"Manoharpur, Agra, India",27.1767,78.0081,160.0,160.0,70.0,11.4,2.3,3.3,15.7,2026-06-23 01:00:00,2026-06-22 20:28:04,Moderate
969,Chandigarh,Chandigarh,"Sector-25, Chandigarh, India",30.7333,76.7794,121.0,121.0,62.0,4.4,9.4,3.5,2.7,2026-06-23 01:00:00,2026-06-22 20:28:04,Moderate
970,Jaipur,Rajasthan,"Adarsh Nagar, Jaipur, India",26.9124,75.7873,166.0,166.0,120.0,13.9,10.6,8.4,8.0,2026-06-23 01:00:00,2026-06-22 20:28:04,Moderate
971,Mumbai,Maharashtra,"Sion, Mumbai, India",19.076,72.8777,999.0,837.0,999.0,18.2,13.4,3.4,1.8,2026-06-23 01:00:00,2026-06-22 20:28:04,Severe
972,Ahmedabad,Gujarat,"SAC ISRO Satellite, Ahmedabad, India",23.0225,72.5714,96.0,96.0,57.0,1.7,4.0,3.7,1.0,2026-06-23 01:00:00,2026-06-22 20:28:04,Satisfactory
973,Pune,Maharashtra,"Nerul, Navi Mumbai, India",18.5204,73.8567,9.0,9.0,3.0,21.9,,,7.3,2026-06-23 01:00:00,2026-06-22 20:28:04,Good
974,Surat,Gujarat,"GIDC, Ankleshwar, India",21.1702,72.8311,99.0,99.0,54.0,10.6,4.9,8.3,10.3,2026-06-23 01:00:00,2026-06-22 20:28:04,Satisfactory
975,Indore,Madhya Pradesh,"Chhoti Gwaltoli, Indore, India",22.7196,75.8577,44.0,39.0,44.0,55.5,0.9,8.7,6.2,2026-06-23 01:00:00,2026-06-22 20:28:04,Good
976,Nagpur,Maharashtra,"Opp GPO Civil Lines, Nagpur, India",21.1458,79.0882,54.0,54.0,27.0,5.9,2.7,3.1,1.8,2026-06-23 01:00:00,2026-06-22 20:28:04,Satisfactory
977,Bhopal,Madhya Pradesh,"T T Nagar, Bhopal, India",23.2599,77.4126,53.0,53.0,27.0,6.0,14.4,4.4,7.9,2026-06-23 01:00:00,2026-06-22 20:28:04,Satisfactory
978,Bengaluru,Karnataka,"BWSSB Kadabesanahalli, Bengaluru, India",12.9716,77.5946,103.0,103.0,50.0,0.9,7.4,7.1,2.3,2026-06-23 01:00:00,2026-06-22 20:28:04,Moderate
979,Hyderabad,Telangana,"New Malakpet, Hyderabad, India",17.385,78.4867,86.0,86.0,53.0,4.6,6.0,3.8,3.4,2026-06-22 23:00:00,2026-06-22 20:28:04,Satisfactory
980,Chennai,Tamil Nadu,"Manali Village, Chennai, Chennai, India",13.0827,80.2707,156.0,52.0,24.0,1.4,155.6,4.8,4.9,2026-06-23 01:00:00,2026-06-22 20:28:04,Moderate
981,Visakhapatnam,Andhra Pradesh,"GVM Corporation, Visakhapatnam, India",17.6868,83.2185,155.0,155.0,113.0,34.2,2.6,0.8,14.5,2026-06-23 01:00:00,2026-06-22 20:28:04,Moderate
982,Dehradun,Uttarakhand,"Doon University, Dehradun, India",30.3165,78.0322,113.0,113.0,56.0,1.4,13.3,1.8,0.3,2026-06-23 01:00:00,2026-06-22 20:28:04,Moderate
983,Coimbatore,Tamil Nadu,"SIDCO Kurichi, Coimbatore, India",11.0168,76.9558,47.0,47.0,28.0,8.3,8.1,2.6,10.3,2026-06-23 01:00:00,2026-06-22 20:28:04,Good
984,Thiruvananthapuram,Kerala,"Kariavattom, Thiruvananthapuram, India",8.5241,76.9366,76.0,76.0,58.0,2.2,12.3,3.9,1.7,2026-06-23 01:00:00,2026-06-22 20:28:04,Satisfactory
985,Kolkata,West Bengal,"Victoria, Kolkata, India",22.5726,88.3639,121.0,121.0,66.0,8.5,10.9,4.3,6.1,2026-06-23 01:00:00,2026-06-22 20:28:04,Moderate
986,Ranchi,Jharkhand,"Tata Stadium, Jorapokhar, India",23.3441,85.3096,83.0,83.0,65.0,3.0,1.0,7.0,1.7,2026-06-23 01:00:00,2026-06-22 20:28:04,Satisfactory
987,Bhubaneswar,Odisha,"Talcher Coalfields, Talcher, India",20.2961,85.8245,78.0,78.0,54.0,13.5,7.0,19.3,15.9,2026-06-23 00:00:00,2026-06-22 20:28:04,Satisfactory
988,Guwahati,Assam,"Pan Bazaar, Guwahati, India",26.1445,91.7362,895.0,540.0,895.0,0.2,4.0,7.2,12.4,2026-06-23 01:00:00,2026-06-22 20:28:04,Severe
989,Shimla,Himachal Pradesh,"HIMUDA Complex Phase-1, Baddi, India",31.1048,77.1734,120.0,120.0,77.0,4.3,27.4,9.4,6.8,2026-06-23 01:00:00,2026-06-22 20:28:04,Moderate
990,Ooty,Tamil Nadu,"Urban, Chamarajanagar, India",11.4102,76.695,58.0,58.0,35.0,10.6,7.6,3.5,1.6,2026-06-23 01:00:00,2026-06-22 20:28:04,Satisfactory
991,New Delhi,Delhi,"Mandir Marg, Delhi, Delhi, India",28.6139,77.209,82.0,82.0,80.0,13.7,2.4,6.1,14.5,2026-06-23 03:00:00,2026-06-22 22:28:44,Satisfactory
992,Gurugram,Haryana,"Sector-51, Gurugram, India",28.4595,77.0266,180.0,180.0,103.0,11.3,4.8,6.7,2.6,2026-06-23 03:00:00,2026-06-22 22:28:44,Moderate
993,Noida,Uttar Pradesh,"Sector - 62, Noida, India",28.5355,77.391,175.0,175.0,129.0,12.6,11.8,8.2,,2026-06-23 03:00:00,2026-06-22 22:28:44,Moderate
994,Lucknow,Uttar Pradesh,"Gomti Nagar, Lucknow, India",26.8467,80.9462,154.0,154.0,64.0,3.8,18.5,7.5,4.7,2026-06-23 03:00:00,2026-06-22 22:28:44,Moderate
995,Kanpur,Uttar Pradesh,"Nehru Nagar, Kanpur, India",26.4499,80.3319,137.0,137.0,56.0,16.5,0.9,9.4,4.9,2026-06-23 03:00:00,2026-06-22 22:28:44,Moderate
996,Patna,Bihar,"Muradpur, Patna, India",25.5941,85.1376,119.0,119.0,96.0,1.1,2.5,8.8,5.2,2026-06-23 03:00:00,2026-06-22 22:28:44,Moderate
997,Varanasi,Uttar Pradesh,"Maldahiya, Varanasi, India",25.3176,82.9739,87.0,87.0,59.0,1.5,2.5,2.7,12.2,2026-06-23 03:00:00,2026-06-22 22:28:44,Satisfactory
998,Agra,Uttar Pradesh,"Manoharpur, Agra, India",27.1767,78.0081,162.0,162.0,73.0,11.4,2.3,3.3,14.8,2026-06-23 03:00:00,2026-06-22 22:28:44,Moderate
999,Chandigarh,Chandigarh,"Sector-25, Chandigarh, India",30.7333,76.7794,117.0,117.0,57.0,2.8,8.9,2.8,2.5,2026-06-23 03:00:00,2026-06-22 22:28:44,Moderate
1000,Jaipur,Rajasthan,"Adarsh Nagar, Jaipur, India",26.9124,75.7873,159.0,159.0,100.0,3.8,9.4,8.2,8.9,2026-06-23 03:00:00,2026-06-22 22:28:44,Moderate
1001,Mumbai,Maharashtra,"Sion, Mumbai, India",19.076,72.8777,839.0,481.0,839.0,17.1,13.4,3.4,1.8,2026-06-23 03:00:00,2026-06-22 22:28:44,Severe
1002,Ahmedabad,Gujarat,"Maninagar, Ahmedabad, India",23.0225,72.5714,96.0,96.0,57.0,7.3,10.3,2.4,50.5,2026-06-23 03:00:00,2026-06-22 22:28:44,Satisfactory
1003,Pune,Maharashtra,"Nerul, Navi Mumbai, India",18.5204,73.8567,20.0,20.0,3.0,21.9,,,7.3,2026-06-23 03:00:00,2026-06-22 22:28:44,Good
1004,Surat,Gujarat,"GIDC, Ankleshwar, India",21.1702,72.8311,95.0,95.0,54.0,10.5,6.4,8.4,10.4,2026-06-23 03:00:00,2026-06-22 22:28:44,Satisfactory
1005,Indore,Madhya Pradesh,"Chhoti Gwaltoli, Indore, India",22.7196,75.8577,30.0,30.0,25.0,55.3,0.7,7.5,6.2,2026-06-23 03:00:00,2026-06-22 22:28:44,Good
1006,Nagpur,Maharashtra,"Opp GPO Civil Lines, Nagpur, India",21.1458,79.0882,56.0,56.0,24.0,5.7,2.9,3.3,1.9,2026-06-23 03:00:00,2026-06-22 22:28:44,Satisfactory
1007,Bhopal,Madhya Pradesh,"T T Nagar, Bhopal, India",23.2599,77.4126,33.0,25.0,33.0,5.2,14.4,4.1,8.9,2026-06-23 03:00:00,2026-06-22 22:28:44,Good
1008,Bengaluru,Karnataka,"BWSSB Kadabesanahalli, Bengaluru, India",12.9716,77.5946,102.0,102.0,50.0,0.6,8.0,7.2,1.2,2026-06-23 03:00:00,2026-06-22 22:28:44,Moderate
1010,Chennai,Tamil Nadu,"Manali Village, Chennai, Chennai, India",13.0827,80.2707,197.0,59.0,22.0,0.2,197.0,4.4,4.7,2026-06-23 03:00:00,2026-06-22 22:28:44,Moderate
1011,Visakhapatnam,Andhra Pradesh,"GVM Corporation, Visakhapatnam, India",17.6868,83.2185,157.0,157.0,116.0,35.1,2.4,0.8,9.6,2026-06-23 03:00:00,2026-06-22 22:28:44,Moderate
1012,Dehradun,Uttarakhand,"Doon University, Dehradun, India",30.3165,78.0322,97.0,97.0,53.0,1.3,11.1,1.6,0.3,2026-06-23 03:00:00,2026-06-22 22:28:44,Satisfactory
1013,Coimbatore,Tamil Nadu,"SIDCO Kurichi, Coimbatore, India",11.0168,76.9558,56.0,56.0,24.0,8.3,8.1,2.6,10.1,2026-06-23 03:00:00,2026-06-22 22:28:44,Satisfactory
1014,Thiruvananthapuram,Kerala,"Kariavattom, Thiruvananthapuram, India",8.5241,76.9366,79.0,79.0,33.0,2.5,12.3,4.2,1.9,2026-06-23 03:00:00,2026-06-22 22:28:44,Satisfactory
1015,Kolkata,West Bengal,"Victoria, Kolkata, India",22.5726,88.3639,131.0,131.0,67.0,8.0,8.8,4.5,5.4,2026-06-23 03:00:00,2026-06-22 22:28:44,Moderate
1016,Ranchi,Jharkhand,"Tata Stadium, Jorapokhar, India",23.3441,85.3096,83.0,83.0,64.0,2.9,0.6,7.0,1.7,2026-06-23 03:00:00,2026-06-22 22:28:44,Satisfactory
1017,Bhubaneswar,Odisha,"Talcher Coalfields, Talcher, India",20.2961,85.8245,45.0,21.0,45.0,11.6,6.2,19.9,14.8,2026-06-23 03:00:00,2026-06-22 22:28:44,Good
1018,Guwahati,Assam,"Pan Bazaar, Guwahati, India",26.1445,91.7362,895.0,540.0,895.0,0.1,4.1,6.0,12.1,2026-06-23 03:00:00,2026-06-22 22:28:44,Severe
1019,Shimla,Himachal Pradesh,"HIMUDA Complex Phase-1, Baddi, India",31.1048,77.1734,143.0,143.0,89.0,5.8,18.8,9.2,8.0,2026-06-23 03:00:00,2026-06-22 22:28:44,Moderate
1020,Ooty,Tamil Nadu,"Urban, Chamarajanagar, India",11.4102,76.695,59.0,59.0,34.0,10.3,7.5,3.4,1.6,2026-06-23 03:00:00,2026-06-22 22:28:44,Satisfactory
1021,New Delhi,Delhi,"Mandir Marg, Delhi, Delhi, India",28.6139,77.209,148.0,148.0,100.0,13.8,1.1,5.3,9.4,2026-06-23 05:00:00,2026-06-22 23:57:31,Moderate
1022,Gurugram,Haryana,"Sector-51, Gurugram, India",28.4595,77.0266,168.0,168.0,87.0,15.3,5.2,5.0,2.7,2026-06-23 05:00:00,2026-06-22 23:57:31,Moderate
1023,Noida,Uttar Pradesh,"Sector-1, Noida, India",28.5355,77.391,169.0,169.0,136.0,13.3,4.6,6.4,9.9,2026-06-23 05:00:00,2026-06-22 23:57:31,Moderate
1024,Lucknow,Uttar Pradesh,"Gomti Nagar, Lucknow, India",26.8467,80.9462,134.0,134.0,56.0,3.7,18.0,7.3,4.9,2026-06-23 05:00:00,2026-06-22 23:57:31,Moderate
1025,Kanpur,Uttar Pradesh,"Nehru Nagar, Kanpur, India",26.4499,80.3319,150.0,150.0,60.0,16.7,0.9,8.6,4.4,2026-06-23 05:00:00,2026-06-22 23:57:31,Moderate
1026,Patna,Bihar,"Muradpur, Patna, India",25.5941,85.1376,126.0,126.0,78.0,1.3,2.5,9.9,5.2,2026-06-23 05:00:00,2026-06-22 23:57:31,Moderate
1027,Varanasi,Uttar Pradesh,"Maldahiya, Varanasi, India",25.3176,82.9739,66.0,66.0,34.0,0.8,2.2,2.1,12.1,2026-06-23 05:00:00,2026-06-22 23:57:31,Satisfactory
1028,Agra,Uttar Pradesh,"Manoharpur, Agra, India",27.1767,78.0081,162.0,162.0,75.0,11.4,2.3,3.3,14.8,2026-06-23 05:00:00,2026-06-22 23:57:31,Moderate
1030,Jaipur,Rajasthan,"Adarsh Nagar, Jaipur, India",26.9124,75.7873,154.0,154.0,84.0,3.0,7.8,8.1,9.5,2026-06-23 05:00:00,2026-06-22 23:57:31,Moderate
1031,Mumbai,Maharashtra,"Sion, Mumbai, India",19.076,72.8777,999.0,837.0,999.0,20.0,13.4,3.4,1.8,2026-06-23 05:00:00,2026-06-22 23:57:31,Severe
1032,Ahmedabad,Gujarat,"Maninagar, Ahmedabad, India",23.0225,72.5714,128.0,128.0,65.0,7.3,11.5,0.2,47.2,2026-06-23 05:00:00,2026-06-22 23:57:31,Moderate
1033,Pune,Maharashtra,"Nerul, Navi Mumbai, India",18.5204,73.8567,17.0,17.0,10.0,21.9,,,7.3,2026-06-23 05:00:00,2026-06-22 23:57:31,Good
1034,Surat,Gujarat,"GIDC, Ankleshwar, India",21.1702,72.8311,87.0,87.0,54.0,10.6,3.2,8.5,10.3,2026-06-23 05:00:00,2026-06-22 23:57:31,Satisfactory
1035,Indore,Madhya Pradesh,"Chhoti Gwaltoli, Indore, India",22.7196,75.8577,53.0,53.0,30.0,54.9,0.7,6.0,6.0,2026-06-23 05:00:00,2026-06-22 23:57:31,Satisfactory
1036,Nagpur,Maharashtra,"Opp GPO Civil Lines, Nagpur, India",21.1458,79.0882,60.0,60.0,10.0,5.7,3.2,0.1,1.7,2026-06-23 05:00:00,2026-06-22 23:57:31,Satisfactory
1037,Bhopal,Madhya Pradesh,"T T Nagar, Bhopal, India",23.2599,77.4126,50.0,50.0,15.0,4.7,13.4,3.8,10.9,2026-06-23 05:00:00,2026-06-22 23:57:31,Good
1038,Bengaluru,Karnataka,"BWSSB Kadabesanahalli, Bengaluru, India",12.9716,77.5946,102.0,102.0,49.0,0.6,7.5,7.2,2.3,2026-06-23 05:00:00,2026-06-22 23:57:31,Moderate
1040,Chennai,Tamil Nadu,"Manali Village, Chennai, Chennai, India",13.0827,80.2707,202.0,62.0,26.0,0.2,201.9,4.5,4.8,2026-06-23 05:00:00,2026-06-22 23:57:31,Poor
1041,Visakhapatnam,Andhra Pradesh,"GVM Corporation, Visakhapatnam, India",17.6868,83.2185,96.0,80.0,96.0,32.0,4.9,3.1,11.8,2026-06-23 05:00:00,2026-06-22 23:57:31,Satisfactory
1042,Dehradun,Uttarakhand,"Doon University, Dehradun, India",30.3165,78.0322,98.0,98.0,53.0,0.9,10.7,1.5,0.2,2026-06-23 05:00:00,2026-06-22 23:57:31,Satisfactory
1043,Coimbatore,Tamil Nadu,"SIDCO Kurichi, Coimbatore, India",11.0168,76.9558,42.0,42.0,24.0,8.3,7.9,2.6,10.2,2026-06-23 05:00:00,2026-06-22 23:57:31,Good
1044,Thiruvananthapuram,Kerala,"Kariavattom, Thiruvananthapuram, India",8.5241,76.9366,76.0,76.0,22.0,2.4,12.3,3.8,1.7,2026-06-23 05:00:00,2026-06-22 23:57:31,Satisfactory
1045,Kolkata,West Bengal,"Victoria, Kolkata, India",22.5726,88.3639,127.0,127.0,69.0,8.1,11.6,4.8,4.8,2026-06-23 05:00:00,2026-06-22 23:57:31,Moderate
1046,Ranchi,Jharkhand,"Tata Stadium, Jorapokhar, India",23.3441,85.3096,82.0,82.0,61.0,2.9,1.1,7.2,1.7,2026-06-23 05:00:00,2026-06-22 23:57:31,Satisfactory
1047,Bhubaneswar,Odisha,"Talcher Coalfields, Talcher, India",20.2961,85.8245,46.0,37.0,46.0,12.1,6.4,19.8,13.9,2026-06-23 05:00:00,2026-06-22 23:57:31,Good
1048,Guwahati,Assam,"Railway Colony, Guwahati, India",26.1445,91.7362,91.0,91.0,50.0,,0.2,,14.8,2026-06-23 05:00:00,2026-06-22 23:57:31,Satisfactory
1049,Shimla,Himachal Pradesh,"HIMUDA Complex Phase-1, Baddi, India",31.1048,77.1734,154.0,154.0,100.0,14.7,6.2,12.1,18.1,2026-06-23 05:00:00,2026-06-22 23:57:31,Moderate
1050,Ooty,Tamil Nadu,"Urban, Chamarajanagar, India",11.4102,76.695,60.0,60.0,35.0,10.4,7.7,3.6,1.6,2026-06-23 05:00:00,2026-06-22 23:57:31,Satisfactory
1051,New Delhi,Delhi,"Mandir Marg, Delhi, Delhi, India",28.6139,77.209,103.0,82.0,103.0,18.4,3.5,7.0,19.0,2026-06-23 08:00:00,2026-06-23 02:36:12,Moderate
1052,Gurugram,Haryana,"Sector-51, Gurugram, India",28.4595,77.0266,192.0,192.0,119.0,11.2,7.0,5.7,2.5,2026-06-23 07:00:00,2026-06-23 02:36:12,Moderate
1053,Noida,Uttar Pradesh,"Sector - 125, Noida, India",28.5355,77.391,430.0,188.0,430.0,39.2,4.6,13.8,4.2,2026-06-23 07:00:00,2026-06-23 02:36:12,Severe
1054,Lucknow,Uttar Pradesh,"Gomti Nagar, Lucknow, India",26.8467,80.9462,215.0,215.0,129.0,3.8,18.2,7.4,4.8,2026-06-23 07:00:00,2026-06-23 02:36:12,Poor
1055,Kanpur,Uttar Pradesh,"FTI Kidwai Nagar, Kanpur, India",26.4499,80.3319,154.0,154.0,93.0,9.8,5.4,6.5,1.1,2026-06-23 07:00:00,2026-06-23 02:36:12,Moderate
1056,Patna,Bihar,"Muradpur, Patna, India",25.5941,85.1376,127.0,127.0,81.0,1.3,4.0,8.8,5.2,2026-06-23 07:00:00,2026-06-23 02:36:12,Moderate
1057,Varanasi,Uttar Pradesh,"Maldahiya, Varanasi, India",25.3176,82.9739,80.0,80.0,45.0,0.7,2.3,1.9,12.2,2026-06-23 07:00:00,2026-06-23 02:36:12,Satisfactory
1058,Agra,Uttar Pradesh,"Shahjahan Garden, Agra, India",27.1767,78.0081,171.0,171.0,89.0,4.1,2.0,3.6,13.1,2026-06-23 07:00:00,2026-06-23 02:36:12,Moderate
1060,Jaipur,Rajasthan,"Police Commissionerate, Jaipur, India",26.9124,75.7873,155.0,155.0,86.0,19.3,8.5,7.0,11.3,2026-06-23 07:00:00,2026-06-23 02:36:12,Moderate
1061,Mumbai,Maharashtra,"Sion, Mumbai, India",19.076,72.8777,999.0,837.0,999.0,21.0,13.4,3.4,1.8,2026-06-23 06:00:00,2026-06-23 02:36:12,Severe
1062,Ahmedabad,Gujarat,"Maninagar, Ahmedabad, India",23.0225,72.5714,117.0,117.0,67.0,7.3,10.1,4.1,46.4,2026-06-23 07:00:00,2026-06-23 02:36:12,Moderate
1063,Pune,Maharashtra,"Nerul, Navi Mumbai, India",18.5204,73.8567,11.0,11.0,5.0,21.9,,,7.3,2026-06-23 07:00:00,2026-06-23 02:36:12,Good
1064,Surat,Gujarat,"GIDC, Ankleshwar, India",21.1702,72.8311,127.0,127.0,64.0,10.5,5.0,9.4,10.1,2026-06-23 07:00:00,2026-06-23 02:36:12,Moderate
1065,Indore,Madhya Pradesh,"Chhoti Gwaltoli, Indore, India",22.7196,75.8577,72.0,72.0,53.0,55.4,0.9,5.3,5.9,2026-06-23 07:00:00,2026-06-23 02:36:12,Satisfactory
1066,Nagpur,Maharashtra,"Opp GPO Civil Lines, Nagpur, India",21.1458,79.0882,37.0,37.0,11.0,5.8,3.9,1.0,1.5,2026-06-23 07:00:00,2026-06-23 02:36:12,Good
1067,Bhopal,Madhya Pradesh,"T T Nagar, Bhopal, India",23.2599,77.4126,34.0,34.0,17.0,4.2,12.8,4.2,7.0,2026-06-23 07:00:00,2026-06-23 02:36:12,Good
1068,Bengaluru,Karnataka,"BWSSB Kadabesanahalli, Bengaluru, India",12.9716,77.5946,102.0,102.0,50.0,0.9,7.3,7.1,2.3,2026-06-23 07:00:00,2026-06-23 02:36:12,Moderate
1069,Hyderabad,Telangana,"Somajiguda, Hyderabad, India",17.385,78.4867,66.0,66.0,58.0,5.9,1.7,5.9,4.7,2026-06-23 07:00:00,2026-06-23 02:36:12,Satisfactory
1070,Chennai,Tamil Nadu,"Manali Village, Chennai, Chennai, India",13.0827,80.2707,144.0,54.0,28.0,0.2,144.1,4.4,4.8,2026-06-23 07:00:00,2026-06-23 02:36:12,Moderate
1071,Visakhapatnam,Andhra Pradesh,"GVM Corporation, Visakhapatnam, India",17.6868,83.2185,119.0,119.0,87.0,26.3,5.9,2.3,10.9,2026-06-23 07:00:00,2026-06-23 02:36:12,Moderate
1072,Dehradun,Uttarakhand,"Doon University, Dehradun, India",30.3165,78.0322,95.0,95.0,80.0,2.0,11.0,1.7,0.4,2026-06-23 07:00:00,2026-06-23 02:36:12,Satisfactory
1073,Coimbatore,Tamil Nadu,"SIDCO Kurichi, Coimbatore, India",11.0168,76.9558,15.0,15.0,24.0,8.2,8.0,2.5,10.0,2026-06-23 07:00:00,2026-06-23 02:36:12,Good
1074,Thiruvananthapuram,Kerala,"Kariavattom, Thiruvananthapuram, India",8.5241,76.9366,80.0,80.0,16.0,2.4,12.3,4.1,1.8,2026-06-23 07:00:00,2026-06-23 02:36:12,Satisfactory
1075,Kolkata,West Bengal,"Victoria, Kolkata, India",22.5726,88.3639,148.0,148.0,68.0,7.5,9.5,4.1,4.4,2026-06-23 07:00:00,2026-06-23 02:36:12,Moderate
1076,Ranchi,Jharkhand,"Tata Stadium, Jorapokhar, India",23.3441,85.3096,83.0,83.0,59.0,3.0,1.1,7.3,1.7,2026-06-23 06:00:00,2026-06-23 02:36:12,Satisfactory
1077,Bhubaneswar,Odisha,"Talcher Coalfields, Talcher, India",20.2961,85.8245,159.0,159.0,95.0,12.2,6.5,18.7,13.9,2026-06-23 07:00:00,2026-06-23 02:36:12,Moderate
1078,Guwahati,Assam,"Railway Colony, Guwahati, India",26.1445,91.7362,128.0,128.0,56.0,,0.2,,15.0,2026-06-23 07:00:00,2026-06-23 02:36:12,Moderate
1079,Shimla,Himachal Pradesh,"HIMUDA Complex Phase-1, Baddi, India",31.1048,77.1734,155.0,155.0,103.0,4.9,22.1,8.8,10.2,2026-06-23 07:00:00,2026-06-23 02:36:12,Moderate
1080,Ooty,Tamil Nadu,"Urban, Chamarajanagar, India",11.4102,76.695,50.0,50.0,29.0,7.2,9.6,3.0,1.2,2026-06-23 07:00:00,2026-06-23 02:36:12,Good
1081,New Delhi,Delhi,"Mandir Marg, Delhi, Delhi, India",28.6139,77.209,106.0,104.0,106.0,3.0,22.6,6.4,16.8,2026-06-23 11:00:00,2026-06-23 06:36:03,Moderate
1082,Gurugram,Haryana,"Sector-51, Gurugram, India",28.4595,77.0266,188.0,188.0,114.0,9.1,13.3,5.5,2.7,2026-06-23 10:00:00,2026-06-23 06:36:03,Moderate
1083,Noida,Uttar Pradesh,"Sector-1, Noida, India",28.5355,77.391,158.0,158.0,130.0,10.4,51.7,6.5,13.7,2026-06-23 10:00:00,2026-06-23 06:36:03,Moderate
1084,Lucknow,Uttar Pradesh,"Gomti Nagar, Lucknow, India",26.8467,80.9462,151.0,151.0,61.0,4.1,20.0,7.9,4.6,2026-06-23 10:00:00,2026-06-23 06:36:03,Moderate
